file,name,id,page,row,col,needs_name
man-carrying-box-3.svg,man-carrying-box,SCAN0015_r01_c04,SCAN0015,1,4,0
man-reading-paper-2.svg,man-reading-paper,SCAN0015_r01_c05,SCAN0015,1,5,0
man-suit-3.svg,man-suit,SCAN0015_r02_c01,SCAN0015,2,1,0
man-reading.svg,man-reading,SCAN0015_r02_c02,SCAN0015,2,2,0
man-leaning-2.svg,man-leaning,SCAN0015_r02_c03,SCAN0015,2,3,0
man-in-uniform-2.svg,man-in-uniform,SCAN0015_r02_c04,SCAN0015,2,4,0
man-working-bent.svg,man-working-bent,SCAN0015_r02_c05,SCAN0015,2,5,0
man-thinking.svg,man-thinking,SCAN0015_r03_c01,SCAN0015,3,1,0
man-walking-6.svg,man-walking,SCAN0015_r03_c02,SCAN0015,3,2,0
man-overalls-3.svg,man-overalls,SCAN0015_r03_c03,SCAN0015,3,3,0
man-walking-hat-3.svg,man-walking-hat,SCAN0015_r03_c04,SCAN0015,3,4,0
man-walking-2-2.svg,man-walking-2,SCAN0015_r03_c05,SCAN0015,3,5,0
man-walking-cap.svg,man-walking-cap,SCAN0015_r04_c01,SCAN0015,4,1,0
man-walking-3-2.svg,man-walking-3,SCAN0015_r04_c02,SCAN0015,4,2,0
man-presenting.svg,man-presenting,SCAN0015_r04_c03,SCAN0015,4,3,0
man-at-desk-phone.svg,man-at-desk-phone,SCAN0015_r04_c04,SCAN0015,4,4,0
man-at-desk.svg,man-at-desk,SCAN0015_r04_c05,SCAN0015,4,5,0
man-at-desk-2.svg,man-at-desk-2,SCAN0015_r05_c01,SCAN0015,5,1,0
men-at-drafting-table.svg,men-at-drafting-table,SCAN0015_r05_c02,SCAN0015,5,2,0
two-men-talking.svg,two-men-talking,SCAN0015_r05_c03,SCAN0015,5,3,0
man-handing-document.svg,man-handing-document,SCAN0015_r05_c04,SCAN0015,5,4,0
two-men-conversing.svg,two-men-conversing,SCAN0015_r05_c05,SCAN0015,5,5,0
man-at-desk-3.svg,man-at-desk-3,SCAN0015_r06_c01,SCAN0015,6,1,0
man-at-counter-customer.svg,man-at-counter-customer,SCAN0015_r06_c02,SCAN0015,6,2,0
man-at-desk-reading.svg,man-at-desk-reading,SCAN0015_r06_c03,SCAN0015,6,3,0
man-at-desk-writing.svg,man-at-desk-writing,SCAN0015_r06_c04,SCAN0015,6,4,0
newspaper-rack.svg,newspaper-rack,SCAN0015_r06_c05,SCAN0015,6,5,0
man-seated-reading.svg,man-seated-reading,SCAN0016_r01_c01,SCAN0016,1,1,0
man-seated-in-chair.svg,man-seated-in-chair,SCAN0016_r01_c02,SCAN0016,1,2,0
soldier-with-rifle.svg,soldier-with-rifle,SCAN0016_r02_c02,SCAN0016,2,2,0
soldier-presenting-rifle.svg,soldier-presenting-rifle,SCAN0016_r02_c03,SCAN0016,2,3,0
soldier-rifle-shoulder.svg,soldier-rifle-shoulder,SCAN0016_r02_c04,SCAN0016,2,4,0
officer-standing.svg,officer-standing,SCAN0016_r02_c05,SCAN0016,2,5,0
soldier-guard.svg,soldier-guard,SCAN0016_r03_c01,SCAN0016,3,1,0
soldier-feathered-hat.svg,soldier-feathered-hat,SCAN0016_r03_c02,SCAN0016,3,2,0
soldier-standing-2.svg,soldier-standing,SCAN0016_r03_c03,SCAN0016,3,3,0
soldier-campaign-hat.svg,soldier-campaign-hat,SCAN0016_r03_c04,SCAN0016,3,4,0
officer-in-coat.svg,officer-in-coat,SCAN0016_r03_c05,SCAN0016,3,5,0
soldier-with-rifle-2.svg,soldier-with-rifle-2,SCAN0016_r04_c01,SCAN0016,4,1,0
soldier-charging-bayonet.svg,soldier-charging-bayonet,SCAN0016_r04_c02,SCAN0016,4,2,0
soldier-marching.svg,soldier-marching,SCAN0016_r04_c03,SCAN0016,4,3,0
soldier-present-arms.svg,soldier-present-arms,SCAN0016_r04_c04,SCAN0016,4,4,0
sailor-standing.svg,sailor-standing,SCAN0016_r04_c05,SCAN0016,4,5,0
officer-standing-2.svg,officer-standing-2,SCAN0016_r05_c01,SCAN0016,5,1,0
soldier-with-rifle-3.svg,soldier-with-rifle-3,SCAN0016_r05_c02,SCAN0016,5,2,0
soldier-standing-2-2.svg,soldier-standing-2,SCAN0016_r05_c03,SCAN0016,5,3,0
soldier-walking.svg,soldier-walking,SCAN0016_r05_c04,SCAN0016,5,4,0
officer-walking.svg,officer-walking,SCAN0016_r05_c05,SCAN0016,5,5,0
sailor-walking.svg,sailor-walking,SCAN0016_r06_c01,SCAN0016,6,1,0
man-walking-7.svg,man-walking,SCAN0016_r06_c02,SCAN0016,6,2,0
sailor-standing-2.svg,sailor-standing-2,SCAN0016_r06_c03,SCAN0016,6,3,0
officer-standing-3.svg,officer-standing-3,SCAN0016_r06_c04,SCAN0016,6,4,0
soldier-standing-3.svg,soldier-standing-3,SCAN0016_r06_c05,SCAN0016,6,5,0
officer-standing-4.svg,officer-standing,SCAN0017_r01_c01,SCAN0017,1,1,0
soldier-standing-4.svg,soldier-standing,SCAN0017_r01_c02,SCAN0017,1,2,0
soldier-in-coat.svg,soldier-in-coat,SCAN0017_r01_c03,SCAN0017,1,3,0
officer-with-medals.svg,officer-with-medals,SCAN0017_r01_c04,SCAN0017,1,4,0
officer-standing-2-2.svg,officer-standing-2,SCAN0017_r01_c05,SCAN0017,1,5,0
sailor-2.svg,sailor,SCAN0017_r02_c01,SCAN0017,2,1,0
officer-dark-uniform.svg,officer-dark-uniform,SCAN0017_r02_c02,SCAN0017,2,2,0
officer-long-coat.svg,officer-long-coat,SCAN0017_r02_c03,SCAN0017,2,3,0
nurse.svg,nurse,SCAN0017_r02_c04,SCAN0017,2,4,0
soldier-standing-2-3.svg,soldier-standing-2,SCAN0017_r02_c05,SCAN0017,2,5,0
officer-standing-3-2.svg,officer-standing-3,SCAN0017_r03_c01,SCAN0017,3,1,0
sailor-marching.svg,sailor-marching,SCAN0017_r03_c02,SCAN0017,3,2,0
sailor-walking-2.svg,sailor-walking,SCAN0017_r03_c03,SCAN0017,3,3,0
soldier-saluting.svg,soldier-saluting,SCAN0017_r03_c04,SCAN0017,3,4,0
sailor-walking-2-2.svg,sailor-walking-2,SCAN0017_r03_c05,SCAN0017,3,5,0
soldiers-group.svg,soldiers-group,SCAN0017_r04_c01,SCAN0017,4,1,0
parachute.svg,parachute,SCAN0017_r04_c02,SCAN0017,4,2,0
squad-of-soldiers.svg,squad-of-soldiers,SCAN0017_r04_c03,SCAN0017,4,3,0
anti-aircraft-gun.svg,anti-aircraft-gun,SCAN0017_r05_c02,SCAN0017,5,2,0
field-cannon.svg,field-cannon,SCAN0017_r05_c03,SCAN0017,5,3,0
howitzer.svg,howitzer,SCAN0017_r05_c04,SCAN0017,5,4,0
field-gun.svg,field-gun,SCAN0017_r05_c05,SCAN0017,5,5,0
tank.svg,tank,SCAN0017_r06_c01,SCAN0017,6,1,0
tank-2.svg,tank-2,SCAN0017_r06_c02,SCAN0017,6,2,0
tank-3.svg,tank-3,SCAN0017_r06_c03,SCAN0017,6,3,0
military-equipment.svg,military-equipment,SCAN0017_r06_c04,SCAN0017,6,4,0
bomb.svg,bomb,SCAN0017_r06_c05,SCAN0017,6,5,0
cartridges.svg,cartridges,SCAN0018_r01_c01,SCAN0018,1,1,0
palm-frond.svg,palm-frond,SCAN0018_r01_c02,SCAN0018,1,2,0
cartridge-shell.svg,cartridge-shell,SCAN0018_r01_c03,SCAN0018,1,3,0
machine-gun.svg,machine-gun,SCAN0018_r02_c01,SCAN0018,2,1,0
helmeted-head-4.svg,helmeted-head-4,SCAN0018_r02_c02,SCAN0018,2,2,0
helmeted-head-2.svg,helmeted-head-2,SCAN0018_r02_c03,SCAN0018,2,3,0
helmeted-head.svg,helmeted-head,SCAN0018_r02_c04,SCAN0018,2,4,0
helmeted-head-3.svg,helmeted-head-3,SCAN0018_r02_c05,SCAN0018,2,5,0
helmet.svg,helmet,SCAN0018_r03_c02,SCAN0018,3,2,0
helmet-2.svg,helmet-2,SCAN0018_r03_c03,SCAN0018,3,3,0
helmet-3.svg,helmet-3,SCAN0018_r03_c04,SCAN0018,3,4,0
helmet-4.svg,helmet-4,SCAN0018_r03_c05,SCAN0018,3,5,0
eagle-seal.svg,eagle-seal,SCAN0018_r04_c01,SCAN0018,4,1,0
navy-emblem.svg,navy-emblem,SCAN0018_r04_c02,SCAN0018,4,2,0
marine-globe-emblem.svg,marine-globe-emblem,SCAN0018_r04_c03,SCAN0018,4,3,0
coast-guard-emblem.svg,coast-guard-emblem,SCAN0018_r04_c04,SCAN0018,4,4,0
crossed-rifles.svg,crossed-rifles,SCAN0018_r04_c05,SCAN0018,4,5,0
transport-airplanes.svg,transport-airplanes,SCAN0019_r01_c01,SCAN0019,1,1,0
bomber-airplanes.svg,bomber-airplanes,SCAN0019_r02_c01,SCAN0019,2,1,0
fighter-airplane.svg,fighter-airplane,SCAN0019_r02_c02,SCAN0019,2,2,0
seaplane.svg,seaplane,SCAN0019_r03_c01,SCAN0019,3,1,0
naval-vessels.svg,naval-vessels,SCAN0019_r04_c01,SCAN0019,4,1,0
warships.svg,warships,SCAN0019_r05_c01,SCAN0019,5,1,0
sailing-ship.svg,sailing-ship,SCAN0020_r01_c02,SCAN0020,1,2,0
steamship-with-sails.svg,steamship-with-sails,SCAN0020_r01_c03,SCAN0020,1,3,0
steamship.svg,steamship,SCAN0020_r01_c04,SCAN0020,1,4,0
paddle-steamer.svg,paddle-steamer,SCAN0020_r02_c01,SCAN0020,2,1,0
ocean-liner.svg,ocean-liner,SCAN0020_r02_c02,SCAN0020,2,2,0
ship-prow.svg,ship-prow,SCAN0020_r02_c03,SCAN0020,2,3,0
ship-hull.svg,ship-hull,SCAN0020_r02_c04,SCAN0020,2,4,0
freighter.svg,freighter,SCAN0020_r03_c01,SCAN0020,3,1,0
sailboat.svg,sailboat,SCAN0020_r03_c02,SCAN0020,3,2,0
tall-ship.svg,tall-ship,SCAN0020_r03_c03,SCAN0020,3,3,0
cargo-ship.svg,cargo-ship,SCAN0020_r03_c04,SCAN0020,3,4,0
steamship-2.svg,steamship-2,SCAN0020_r04_c01,SCAN0020,4,1,0
riverboat.svg,riverboat,SCAN0020_r04_c02,SCAN0020,4,2,0
tugboat.svg,tugboat,SCAN0020_r04_c03,SCAN0020,4,3,0
small-boat.svg,small-boat,SCAN0020_r04_c04,SCAN0020,4,4,0
tugboat-2.svg,tugboat-2,SCAN0020_r05_c01,SCAN0020,5,1,0
motorboat.svg,motorboat,SCAN0020_r05_c02,SCAN0020,5,2,0
anchor.svg,anchor,SCAN0020_r05_c03,SCAN0020,5,3,0
boat-small.svg,boat-small,SCAN0020_r05_c04,SCAN0020,5,4,0
steam-locomotive.svg,steam-locomotive,SCAN0020_r06_c02,SCAN0020,6,2,0
steam-locomotive-side.svg,steam-locomotive-side,SCAN0020_r06_c03,SCAN0020,6,3,0
steam-locomotive-large.svg,steam-locomotive-large,SCAN0020_r06_c04,SCAN0020,6,4,0
steam-locomotive-2.svg,steam-locomotive,SCAN0021_r01_c01,SCAN0021,1,1,0
steam-locomotive-2-2.svg,steam-locomotive-2,SCAN0021_r01_c02,SCAN0021,1,2,0
steam-locomotive-3.svg,steam-locomotive-3,SCAN0021_r01_c03,SCAN0021,1,3,0
steam-locomotive-4.svg,steam-locomotive-4,SCAN0021_r01_c04,SCAN0021,1,4,0
diesel-train.svg,diesel-train,SCAN0021_r02_c01,SCAN0021,2,1,0
boxcar.svg,boxcar,SCAN0021_r03_c01,SCAN0021,3,1,0
freight-car.svg,freight-car,SCAN0021_r03_c02,SCAN0021,3,2,0
gondola-car.svg,gondola-car,SCAN0021_r03_c03,SCAN0021,3,3,0
caboose.svg,caboose,SCAN0021_r03_c04,SCAN0021,3,4,0
freight-train.svg,freight-train,SCAN0021_r04_c01,SCAN0021,4,1,0
horse-carriage.svg,horse-carriage,SCAN0022_r01_c02,SCAN0022,1,2,0
covered-wagon.svg,covered-wagon,SCAN0022_r01_c03,SCAN0022,1,3,0
horse-cart.svg,horse-cart,SCAN0022_r01_c04,SCAN0022,1,4,0
horse-buggy.svg,horse-buggy,SCAN0022_r01_c05,SCAN0022,1,5,0
early-automobile.svg,early-automobile,SCAN0022_r02_c01,SCAN0022,2,1,0
touring-car.svg,touring-car,SCAN0022_r02_c02,SCAN0022,2,2,0
sedan.svg,sedan,SCAN0022_r02_c03,SCAN0022,2,3,0
hearse.svg,hearse,SCAN0022_r02_c04,SCAN0022,2,4,0
small-car.svg,small-car,SCAN0022_r03_c01,SCAN0022,3,1,0
automobile.svg,automobile,SCAN0022_r03_c02,SCAN0022,3,2,0
bus.svg,bus,SCAN0022_r03_c03,SCAN0022,3,3,0
delivery-van.svg,delivery-van,SCAN0022_r03_c04,SCAN0022,3,4,0
truck.svg,truck,SCAN0022_r03_c05,SCAN0022,3,5,0
steamroller.svg,steamroller,SCAN0022_r04_c01,SCAN0022,4,1,0
gas-pump.svg,gas-pump,SCAN0022_r04_c02,SCAN0022,4,2,0
street-sweeper.svg,street-sweeper,SCAN0022_r04_c03,SCAN0022,4,3,0
fire-engine.svg,fire-engine,SCAN0022_r05_c01,SCAN0022,5,1,0
man-with-automobile.svg,man-with-automobile,SCAN0022_r05_c02,SCAN0022,5,2,0
penny-farthing-bicycle.svg,penny-farthing-bicycle,SCAN0022_r05_c03,SCAN0022,5,3,0
car-accident.svg,car-accident,SCAN0023_r01_c02,SCAN0023,1,2,0
drowning-rescue.svg,drowning-rescue,SCAN0023_r01_c03,SCAN0023,1,3,0
person-falling.svg,person-falling,SCAN0023_r01_c04,SCAN0023,1,4,0
person-collapsed.svg,person-collapsed,SCAN0023_r01_c05,SCAN0023,1,5,0
person-helping-fallen.svg,person-helping-fallen,SCAN0023_r02_c01,SCAN0023,2,1,0
hospital-bed-patient.svg,hospital-bed-patient,SCAN0023_r03_c02,SCAN0023,3,2,0
person-sitting-up-in-bed.svg,person-sitting-up-in-bed,SCAN0023_r03_c03,SCAN0023,3,3,0
empty-bed.svg,empty-bed,SCAN0023_r03_c04,SCAN0023,3,4,0
person-lying-in-bed.svg,person-lying-in-bed,SCAN0023_r03_c05,SCAN0023,3,5,0
wheelchair.svg,wheelchair,SCAN0023_r04_c01,SCAN0023,4,1,0
sick-person.svg,sick-person,SCAN0023_r04_c02,SCAN0023,4,2,0
emaciated-person.svg,emaciated-person,SCAN0023_r04_c03,SCAN0023,4,3,0
person-with-flask.svg,person-with-flask,SCAN0023_r04_c04,SCAN0023,4,4,0
person-fainting.svg,person-fainting,SCAN0023_r04_c05,SCAN0023,4,5,0
hanged-person.svg,hanged-person,SCAN0023_r05_c01,SCAN0023,5,1,0
skeleton.svg,skeleton,SCAN0023_r05_c02,SCAN0023,5,2,0
skull-and-crossbones.svg,skull-and-crossbones,SCAN0023_r05_c03,SCAN0023,5,3,0
coffin.svg,coffin,SCAN0023_r05_c04,SCAN0023,5,4,0
casket.svg,casket,SCAN0023_r05_c05,SCAN0023,5,5,0
grave-cross.svg,grave-cross,SCAN0023_r06_c01,SCAN0023,6,1,0
funeral-wreath.svg,funeral-wreath,SCAN0023_r06_c02,SCAN0023,6,2,0
tombstone.svg,tombstone,SCAN0023_r06_c03,SCAN0023,6,3,0
prescription-rx.svg,prescription-rx,SCAN0023_r06_c04,SCAN0023,6,4,0
person-on-stretcher.svg,person-on-stretcher,SCAN0023_r06_c05,SCAN0023,6,5,0
tombstone-with-cross.svg,tombstone-with-cross,SCAN0024_r01_c01,SCAN0024,1,1,0
grave-cross-2.svg,grave-cross,SCAN0024_r01_c02,SCAN0024,1,2,0
grave-with-scythe.svg,grave-with-scythe,SCAN0024_r01_c03,SCAN0024,1,3,0
doctor-with-bag.svg,doctor-with-bag,SCAN0024_r02_c02,SCAN0024,2,2,0
man-with-case.svg,man-with-case,SCAN0024_r02_c03,SCAN0024,2,3,0
doctor-walking.svg,doctor-walking,SCAN0024_r02_c04,SCAN0024,2,4,0
woman-thinking.svg,woman-thinking,SCAN0024_r02_c05,SCAN0024,2,5,0
doctor.svg,doctor,SCAN0024_r03_c01,SCAN0024,3,1,0
doctor-in-coat.svg,doctor-in-coat,SCAN0024_r03_c02,SCAN0024,3,2,0
woman-standing-5.svg,woman-standing,SCAN0024_r03_c03,SCAN0024,3,3,0
man-in-shirt.svg,man-in-shirt,SCAN0024_r03_c04,SCAN0024,3,4,0
doctor-white-coat.svg,doctor-white-coat,SCAN0024_r03_c05,SCAN0024,3,5,0
man-dark-coat.svg,man-dark-coat,SCAN0024_r04_c01,SCAN0024,4,1,0
man-hat-coat.svg,man-hat-coat,SCAN0024_r04_c02,SCAN0024,4,2,0
patient-examined.svg,patient-examined,SCAN0024_r04_c03,SCAN0024,4,3,0
doctor-with-patient.svg,doctor-with-patient,SCAN0024_r04_c04,SCAN0024,4,4,0
patient-arms-out.svg,patient-arms-out,SCAN0024_r04_c05,SCAN0024,4,5,0
doctor-examining-patient.svg,doctor-examining-patient,SCAN0024_r05_c01,SCAN0024,5,1,0
doctor-with-patient-2.svg,doctor-with-patient-2,SCAN0024_r05_c02,SCAN0024,5,2,0
medical-consult.svg,medical-consult,SCAN0024_r05_c03,SCAN0024,5,3,0
nurse-with-baby.svg,nurse-with-baby,SCAN0024_r05_c04,SCAN0024,5,4,0
doctor-at-desk.svg,doctor-at-desk,SCAN0024_r05_c05,SCAN0024,5,5,0
mother-with-baby.svg,mother-with-baby,SCAN0024_r06_c01,SCAN0024,6,1,0
woman-holding-child.svg,woman-holding-child,SCAN0024_r06_c02,SCAN0024,6,2,0
doctor-at-lectern.svg,doctor-at-lectern,SCAN0024_r06_c03,SCAN0024,6,3,0
surgery-scene.svg,surgery-scene,SCAN0024_r06_c04,SCAN0024,6,4,0
nurse-with-patient.svg,nurse-with-patient,SCAN0024_r06_c05,SCAN0024,6,5,0
nurses-group.svg,nurses-group,SCAN0025_r01_c01,SCAN0025,1,1,0
woman-dark-dress.svg,woman-dark-dress,SCAN0025_r01_c02,SCAN0025,1,2,0
nurse-with-bag.svg,nurse-with-bag,SCAN0025_r01_c03,SCAN0025,1,3,0
woman-with-purse.svg,woman-with-purse,SCAN0025_r01_c04,SCAN0025,1,4,0
nurse-standing.svg,nurse-standing,SCAN0025_r01_c05,SCAN0025,1,5,0
nurse-first-aid-kit.svg,nurse-first-aid-kit,SCAN0025_r02_c01,SCAN0025,2,1,0
woman-on-stool.svg,woman-on-stool,SCAN0025_r02_c02,SCAN0025,2,2,0
woman-in-dress-3.svg,woman-in-dress,SCAN0025_r02_c03,SCAN0025,2,3,0
woman-in-apron-3.svg,woman-in-apron,SCAN0025_r02_c04,SCAN0025,2,4,0
woman-in-pinafore.svg,woman-in-pinafore,SCAN0025_r02_c05,SCAN0025,2,5,0
nurse-with-clipboard.svg,nurse-with-clipboard,SCAN0025_r03_c01,SCAN0025,3,1,0
woman-walking-6.svg,woman-walking,SCAN0025_r03_c02,SCAN0025,3,2,0
person-in-armchair.svg,person-in-armchair,SCAN0025_r03_c03,SCAN0025,3,3,0
person-seated-sick.svg,person-seated-sick,SCAN0025_r03_c04,SCAN0025,3,4,0
man-standing-7.svg,man-standing,SCAN0025_r03_c05,SCAN0025,3,5,0
group-talking.svg,group-talking,SCAN0025_r04_c02,SCAN0025,4,2,0
conference-table.svg,conference-table,SCAN0025_r04_c03,SCAN0025,4,3,0
meeting-long-table.svg,meeting-long-table,SCAN0025_r04_c04,SCAN0025,4,4,0
presenter-at-table.svg,presenter-at-table,SCAN0025_r04_c05,SCAN0025,4,5,0
meeting-round-table.svg,meeting-round-table,SCAN0025_r05_c01,SCAN0025,5,1,0
two-people-talking.svg,two-people-talking,SCAN0025_r05_c02,SCAN0025,5,2,0
group-seated-table.svg,group-seated-table,SCAN0025_r05_c03,SCAN0025,5,3,0
people-at-meeting.svg,people-at-meeting,SCAN0025_r05_c04,SCAN0025,5,4,0
conference-group.svg,conference-group,SCAN0025_r05_c05,SCAN0025,5,5,0
audience-at-table.svg,audience-at-table,SCAN0025_r06_c01,SCAN0025,6,1,0
people-seated-meeting.svg,people-seated-meeting,SCAN0025_r06_c02,SCAN0025,6,2,0
person-with-placard.svg,person-with-placard,SCAN0026_r01_c01,SCAN0026,1,1,0
marching-workers.svg,marching-workers,SCAN0026_r01_c02,SCAN0026,1,2,0
marching-workers-2.svg,marching-workers-2,SCAN0026_r01_c03,SCAN0026,1,3,0
man-striding-3.svg,man-striding,SCAN0026_r01_c04,SCAN0026,1,4,0
picketer-with-sign.svg,picketer-with-sign,SCAN0026_r02_c01,SCAN0026,2,1,0
workers-brawling.svg,workers-brawling,SCAN0026_r02_c02,SCAN0026,2,2,0
striker-with-sign.svg,striker-with-sign,SCAN0026_r02_c03,SCAN0026,2,3,0
worker-with-box-2.svg,worker-with-box-2,SCAN0026_r03_c01,SCAN0026,3,1,0
woman-walking-7.svg,woman-walking,SCAN0026_r03_c02,SCAN0026,3,2,0
worker-with-box.svg,worker-with-box,SCAN0026_r04_c01,SCAN0026,4,1,0
two-men-standing.svg,two-men-standing,SCAN0026_r04_c02,SCAN0026,4,2,0
farmer-standing.svg,farmer-standing,SCAN0026_r04_c03,SCAN0026,4,3,0
farmer-with-pitchfork.svg,farmer-with-pitchfork,SCAN0026_r04_c04,SCAN0026,4,4,0
farmer.svg,farmer,SCAN0027_r01_c01,SCAN0027,1,1,0
combine-harvester.svg,combine-harvester,SCAN0027_r02_c02,SCAN0027,2,2,0
harvester.svg,harvester,SCAN0027_r02_c03,SCAN0027,2,3,0
plowing-machine.svg,plowing-machine,SCAN0027_r02_c04,SCAN0027,2,4,0
tractor.svg,tractor,SCAN0027_r03_c01,SCAN0027,3,1,0
harrow.svg,harrow,SCAN0027_r03_c02,SCAN0027,3,2,0
wheat-sheaf.svg,wheat-sheaf,SCAN0027_r03_c03,SCAN0027,3,3,0
seedlings.svg,seedlings,SCAN0027_r03_c04,SCAN0027,3,4,0
evergreen-tree.svg,evergreen-tree,SCAN0027_r03_c05,SCAN0027,3,5,0
cactus.svg,cactus,SCAN0027_r04_c01,SCAN0027,4,1,0
seedling.svg,seedling,SCAN0027_r04_c02,SCAN0027,4,2,0
agave.svg,agave,SCAN0027_r04_c03,SCAN0027,4,3,0
grass-tuft.svg,grass-tuft,SCAN0027_r04_c04,SCAN0027,4,4,0
tall-grass.svg,tall-grass,SCAN0027_r04_c05,SCAN0027,4,5,0
grapes.svg,grapes,SCAN0028_r01_c02,SCAN0028,1,2,0
pear.svg,pear,SCAN0028_r01_c03,SCAN0028,1,3,0
apple.svg,apple,SCAN0028_r01_c04,SCAN0028,1,4,0
peach.svg,peach,SCAN0028_r01_c05,SCAN0028,1,5,0
orange.svg,orange,SCAN0028_r02_c01,SCAN0028,2,1,0
lemon.svg,lemon,SCAN0028_r02_c02,SCAN0028,2,2,0
apple-on-branch.svg,apple-on-branch,SCAN0028_r02_c03,SCAN0028,2,3,0
peanut.svg,peanut,SCAN0028_r02_c04,SCAN0028,2,4,0
grain-spray.svg,grain-spray,SCAN0028_r02_c05,SCAN0028,2,5,0
palm-tree.svg,palm-tree,SCAN0028_r03_c01,SCAN0028,3,1,0
corn-plant.svg,corn-plant,SCAN0028_r03_c02,SCAN0028,3,2,0
wheat-bundle.svg,wheat-bundle,SCAN0028_r03_c03,SCAN0028,3,3,0
wheat-sheaf-2.svg,wheat-sheaf,SCAN0028_r03_c04,SCAN0028,3,4,0
wheat-stalks.svg,wheat-stalks,SCAN0028_r03_c05,SCAN0028,3,5,0
grain-stalk.svg,grain-stalk,SCAN0028_r04_c01,SCAN0028,4,1,0
cabbage.svg,cabbage,SCAN0028_r04_c02,SCAN0028,4,2,0
sugar-cane.svg,sugar-cane,SCAN0028_r04_c03,SCAN0028,4,3,0
wheat-ear.svg,wheat-ear,SCAN0028_r04_c04,SCAN0028,4,4,0
wheat-ear-2.svg,wheat-ear-2,SCAN0028_r04_c05,SCAN0028,4,5,0
leafy-grain.svg,leafy-grain,SCAN0028_r05_c01,SCAN0028,5,1,0
cherries.svg,cherries,SCAN0028_r05_c02,SCAN0028,5,2,0
cauliflower.svg,cauliflower,SCAN0028_r05_c03,SCAN0028,5,3,0
sausages.svg,sausages,SCAN0028_r05_c04,SCAN0028,5,4,0
stacked-loaves.svg,stacked-loaves,SCAN0028_r05_c05,SCAN0028,5,5,0
cherries-2.svg,cherries-2,SCAN0028_r06_c01,SCAN0028,6,1,0
seed-pod.svg,seed-pod,SCAN0028_r06_c02,SCAN0028,6,2,0
corn-cob.svg,corn-cob,SCAN0028_r06_c03,SCAN0028,6,3,0
corn-ear.svg,corn-ear,SCAN0028_r06_c04,SCAN0028,6,4,0
onion.svg,onion,SCAN0028_r06_c05,SCAN0028,6,5,0
beet.svg,beet,SCAN0029_r01_c01,SCAN0029,1,1,0
potato.svg,potato,SCAN0029_r01_c02,SCAN0029,1,2,0
cabbage-2.svg,cabbage,SCAN0029_r01_c03,SCAN0029,1,3,0
crops-in-field.svg,crops-in-field,SCAN0029_r01_c04,SCAN0029,1,4,0
grass.svg,grass,SCAN0029_r01_c05,SCAN0029,1,5,0
field-rows.svg,field-rows,SCAN0029_r02_c01,SCAN0029,2,1,0
wheat-plant.svg,wheat-plant,SCAN0029_r02_c02,SCAN0029,2,2,0
carrot-with-knife.svg,carrot-with-knife,SCAN0029_r02_c03,SCAN0029,2,3,0
meat-cut.svg,meat-cut,SCAN0029_r02_c04,SCAN0029,2,4,0
broom.svg,broom,SCAN0029_r02_c05,SCAN0029,2,5,0
cheese-wedge.svg,cheese-wedge,SCAN0029_r03_c01,SCAN0029,3,1,0
cheese-wheel.svg,cheese-wheel,SCAN0029_r03_c02,SCAN0029,3,2,0
jar.svg,jar,SCAN0029_r03_c03,SCAN0029,3,3,0
wine-glass.svg,wine-glass,SCAN0029_r03_c04,SCAN0029,3,4,0
knife-and-fork.svg,knife-and-fork,SCAN0029_r03_c05,SCAN0029,3,5,0
meal-setting.svg,meal-setting,SCAN0029_r04_c01,SCAN0029,4,1,0
fish-on-platter.svg,fish-on-platter,SCAN0029_r04_c02,SCAN0029,4,2,0
roast-poultry.svg,roast-poultry,SCAN0029_r04_c03,SCAN0029,4,3,0
bread-loaf.svg,bread-loaf,SCAN0029_r04_c04,SCAN0029,4,4,0
sliced-bread.svg,sliced-bread,SCAN0029_r04_c05,SCAN0029,4,5,0
butter-block.svg,butter-block,SCAN0029_r05_c01,SCAN0029,5,1,0
pastries.svg,pastries,SCAN0029_r05_c02,SCAN0029,5,2,0
box-of-chocolates.svg,box-of-chocolates,SCAN0029_r05_c03,SCAN0029,5,3,0
food-basket.svg,food-basket,SCAN0029_r05_c04,SCAN0029,5,4,0
place-setting.svg,place-setting,SCAN0029_r05_c05,SCAN0029,5,5,0
picnic-basket.svg,picnic-basket,SCAN0029_r06_c01,SCAN0029,6,1,0
food-crate.svg,food-crate,SCAN0029_r06_c02,SCAN0029,6,2,0
milk-carton.svg,milk-carton,SCAN0029_r06_c03,SCAN0029,6,3,0
package-box.svg,package-box,SCAN0029_r06_c04,SCAN0029,6,4,0
coffee-pot.svg,coffee-pot,SCAN0029_r06_c05,SCAN0029,6,5,0
teapot.svg,teapot,SCAN0030_r01_c01,SCAN0030,1,1,0
bottle.svg,bottle,SCAN0030_r01_c02,SCAN0030,1,2,0
bottles.svg,bottles,SCAN0030_r01_c03,SCAN0030,1,3,0
beer-tap.svg,beer-tap,SCAN0030_r01_c04,SCAN0030,1,4,0
soda-glass.svg,soda-glass,SCAN0030_r01_c05,SCAN0030,1,5,0
goblet.svg,goblet,SCAN0030_r02_c01,SCAN0030,2,1,0
drink-and-pack.svg,drink-and-pack,SCAN0030_r02_c02,SCAN0030,2,2,0
wine-glass-2.svg,wine-glass,SCAN0030_r02_c03,SCAN0030,2,3,0
